PoW_Block@NB5asbsQlc:0
4,528
10,579
6,604
7,610
3,625

PoW_Block@lyDOn3w6TD:16
2,0
3,391
8,407
5,433
9,505
6,518
4,526
10,549
7,643
1,676

PoW_Block@ArT22VmoFi:17
5,0
8,410
7,427
9,444
6,478
10,487
1,515
3,563
4,590
2,625

PoW_Block@ezi4rWVCXO:18
4,0
6,390
7,419
9,501
8,505
5,505
1,552
2,590
10,609
3,684

PoW_Block@YydPCJ3YEE:19
5,0
6,374
8,409
7,428
9,465
2,535
10,564
1,587
3,613
4,614

PoW_Block@cYM2ej4H8C:20
6,0
8,367
10,391
7,408
1,474
9,518
3,524
4,584
2,586
5,661

PoW_Block@pREVa1Kj7s:21
1,0
9,380
5,403
2,459
4,474
10,533
8,572
7,599
6,632
3,680

PoW_Block@i8LcXBLoxt:22
9,0
10,428
4,461
1,469
2,473
3,519
5,525
6,542
7,557
8,703

PoW_Block@dbzXyfSo8w:23
4,0
7,322
6,376
9,425
5,448
1,509
8,529
2,544
10,563
3,573

PoW_Block@DHgOCNoAsk:24
7,0
8,621
9,629
10,651
2,712
3,733
1,765
4,803
6,832
5,855

PoW_Block@hqlXv2ykp4:25
10,0
1,369
2,414
3,425
4,433
5,469
6,524
8,534
9,624
7,650

PoW_Block@EKDKEMJyCB:26
2,0
5,373
4,417
3,419
8,424
9,506
7,535
6,537
10,597
1,700

PoW_Block@wSGVVF8Rwu:27
7,0
9,404
10,413
1,446
2,495
3,507
8,512
4,531
5,610
6,649

PoW_Block@3f38WRgV9n:28
5,0
9,392
7,402
8,432
6,442
1,476
10,519
2,520
3,637
4,699

PoW_Block@GRzIIXPlwd:29
9,0
10,375
1,380
2,473
4,485
3,536
6,551
5,584
7,609
8,609

PoW_Block@gZT75RlVtU:30
3,0
10,310
8,412
7,447
5,455
6,494
9,516
4,531
2,627
1,670

PoW_Block@l2K1fDZDrI:31
8,0
10,390
3,437
9,444
1,449
2,464
4,493
6,534
5,593
7,673

PoW_Block@FhGlbmcwJg:32
4,0
7,650
6,755
8,820
5,852
9,860
10,873
2,926
1,981
3,982

PoW_Block@xIaNsQEm9H:32
6,0
8,305
10,375
9,422
7,430
4,551
1,576
2,617
5,638
3,640

PoW_Block@FaUz6f4Mud:33
9,0
1,525
2,535
10,555
3,580
5,668
6,715
4,718
7,799
8,836

PoW_Block@92gW9I4Ic9:34
8,0
9,385
2,441
3,444
1,446
10,474
4,508
5,577
7,638
6,640

PoW_Block@ItJu1f8BFi:35
9,0
10,342
1,436
2,482
3,501
5,507
4,524
6,577
7,661
8,687

PoW_Block@sE4yswgGrl:36
7,0
8,380
10,383
1,448
9,458
2,510
5,590
3,610
6,628
4,646

PoW_Block@7FVms7ywe6:37
8,0
9,353
10,402
1,402
2,441
3,492
5,544
4,547
6,625
7,642

PoW_Block@3uAKlQkcpc:38
2,0
3,460
8,549
5,581
9,644
4,692
1,720
10,721
6,728
7,790

PoW_Block@uzOaRVBIpq:38
6,0
10,418
7,500
8,518
1,567
2,610
9,612
5,638
4,659
3,715

PoW_Block@njnbgMIREo:39
7,0
10,360
9,388
2,444
8,471
1,472
3,582
5,586
4,613
6,693

PoW_Block@Ny5VQ7WfFm:40
7,0
10,304
9,415
8,440
3,520
1,537
4,544
5,558
2,574
6,599

PoW_Block@H2hGSQ7oc1:41
6,0
8,410
9,432
10,433
7,498
2,526
1,582
3,618
5,620
4,662

PoW_Block@FlKFyCaiE9:42
7,0
9,611
10,636
8,677
1,742
3,761
2,779
4,845
5,890
6,909

PoW_Block@pfY8Fu80kU:43
2,0
8,344
4,421
3,447
5,448
9,503
10,515
7,544
6,648
1,656

PoW_Block@Xjxw65ky5X:44
8,0
10,536
9,576
1,670
3,711
2,717
5,742
4,770
7,817
6,838

PoW_Block@YHejvTkmmh:45
4,0
7,357
9,386
6,447
8,481
1,529
10,534
2,564
5,568
3,614

PoW_Block@Qld7ALanKG:46
10,0
3,383
1,387
4,411
2,477
6,477
5,574
8,612
7,634
9,634

PoW_Block@lDqmEngwjv:47
5,0
9,377
8,382
1,471
6,481
7,535
10,544
3,555
2,641
4,688

PoW_Block@EJVteAEtX0:48
8,0
2,417
10,421
9,443
1,453
3,496
5,502
4,563
6,629
7,653

PoW_Block@53kUe8lfew:49
9,0
10,357
1,435
3,498
2,505
5,515
4,588
6,631
8,639
7,656

PoW_Block@BfKpEFy0UJ:50
10,0
1,361
2,415
3,469
5,501
4,519
6,521
7,529
9,635
8,639

PoW_Block@yukQZb12r9:51
4,0
7,420
8,451
9,454
6,463
5,466
10,564
1,617
3,670
2,676

PoW_Block@CSmWWPNUG9:52
9,0
1,391
3,425
10,429
2,501
4,518
5,551
7,570
6,585
8,630

PoW_Block@6kiY4zK7bZ:53
3,0
10,332
7,408
5,443
4,494
8,533
6,605
9,640
1,672
2,680

PoW_Block@9B7uJHAWrF:54
4,0
7,312
8,461
6,463
9,466
1,522
5,535
2,589
10,607
3,651

PoW_Block@Y0xIRxO3Z1:55
9,0
10,316
3,408
2,415
1,434
4,521
5,533
6,589
7,662
8,704

PoW_Block@2fvgvHDmIE:56
1,0
9,409
2,411
4,444
5,455
10,487
6,511
8,514
7,542
3,672

PoW_Block@sjgcWfkh2q:56
3,0
7,352
10,403
4,439
5,501
8,542
6,570
9,571
1,596
2,608

PoW_Block@gBB35b36DK:57
6,0
8,322
7,388
10,463
2,471
9,517
3,560
1,562
4,578
5,621

PoW_Block@kDaYdGoVJq:58
8,0
10,347
9,387
1,418
2,430
5,507
4,549
6,564
3,571
7,576

PoW_Block@MkTQ4b9YCa:58
3,0
7,355
10,381
8,414
5,430
4,488
6,574
2,579
9,586
1,633

PoW_Block@XSxq9p55fL:59
1,0
5,347
9,356
8,421
2,430
4,470
6,534
10,562
3,611
7,663

PoW_Block@Yl27O596Qv:60
4,0
7,333
6,391
5,471
9,490
8,503
1,504
10,537
3,667
2,677

PoW_Block@vea5OIeU0l:61
3,0
8,417
10,421
7,469
4,488
5,495
6,546
2,594
9,625
1,653

PoW_Block@rxViQ1jwPV:62
9,0
10,405
3,441
1,449
2,487
5,513
6,525
4,566
7,639
8,710

PoW_Block@8q9A49QUgo:63
10,0
1,320
4,404
3,449
2,459
6,507
5,524
7,532
8,656
9,662

PoW_Block@gnHDiw8jPG:64
10,0
1,407
5,438
3,454
2,480
7,506
4,540
6,560
9,572
8,647

PoW_Block@fgbBehzZvE:65
5,0
8,324
7,455
10,470
9,475
6,484
3,571
4,582
1,612
2,636

PoW_Block@aSJPCS2iAz:66
5,0
6,380
8,431
7,479
9,482
1,513
10,543
2,599
4,660
3,676

PoW_Block@LxQz32x51C:67
6,0
8,678
10,787
7,791
9,822
1,840
3,900
5,919
2,944
4,976

PoW_Block@ZSgSa0GVdK:68
2,0
3,352
8,357
4,436
5,450
6,539
7,540
9,548
10,607
1,703

PoW_Block@7kvoMAO3Sy:69
2,0
8,351
5,378
3,442
4,443
9,489
10,491
6,569
7,631
1,657

PoW_Block@LlsubGjLv0:70
6,0
8,349
10,411
7,412
1,435
9,466
2,503
3,534
4,619
5,627

PoW_Block@5qTeWp1YP4:71
9,0
1,340
10,401
3,442
4,446
2,500
6,545
7,578
5,588
8,712

PoW_Block@u81femI0rb:72
7,0
10,389
9,405
2,479
3,491
8,509
1,521
4,537
5,566
6,595

PoW_Block@EnS8NUnnMG:72
8,0
1,400
9,430
10,459
2,486
4,554
3,581
5,588
6,594
7,624

PoW_Block@huGPLOWuKp:73
1,0
2,371
8,419
9,437
5,467
4,507
6,525
3,585
7,608
10,615

PoW_Block@5cALnwMjTj:74
5,0
8,408
9,424
6,427
7,452
10,478
1,500
2,619
4,672
3,678

PoW_Block@vZbPNZ3yPi:74
4,0
8,422
6,429
7,433
9,455
1,504
5,532
10,538
2,547
3,623

PoW_Block@Ry9v9FWAcB:75
8,0
9,670
1,756
3,757
10,774
2,825
5,848
4,885
7,905
6,909

PoW_Block@rrimH5DXNV:76
4,0
7,367
8,436
9,466
6,468
10,517
1,562
5,570
2,648
3,654

PoW_Block@lYCH2D4e0z:77
1,0
9,307
5,377
2,437
6,514
8,530
4,535
10,541
3,590
7,651

PoW_Block@iytVNs2Tco:78
5,0
8,359
6,425
7,434
9,467
1,488
10,530
3,551
2,565
4,589

PoW_Block@Ss7lGME9tG:79
5,0
8,319
9,398
7,403
6,474
1,474
10,497
4,574
3,590
2,624

PoW_Block@ZRcHCYP7LM:80
10,0
2,470
3,536
1,554
4,588
5,609
6,650
7,660
8,781
9,785

PoW_Block@Z10kyUuuFL:81
10,0
4,408
2,409
1,432
5,463
3,498
6,560
8,591
7,597
9,697

PoW_Block@FqpOlojP81:82
1,0
9,310
2,371
5,373
8,421
4,435
10,503
7,560
6,645
3,675

PoW_Block@UdYNqkY8ae:83
10,0
1,307
2,387
3,398
4,405
5,483
6,513
7,534
8,556
9,651

PoW_Block@nUypGfQ98k:84
1,0
5,348
9,382
4,465
2,478
10,482
8,551
3,581
6,607
7,680

PoW_Block@KW19dpdYmU:85
10,0
2,362
3,377
1,397
4,443
5,502
6,542
7,650
9,670
8,675

PoW_Block@yeDKnoIV0D:86
5,0
8,410
9,435
6,439
7,510
2,524
3,552
10,583
1,609
4,716

PoW_Block@j2iuwRItYl:87
7,0
10,370
9,372
8,437
1,521
2,550
3,593
5,610
4,623
6,703

PoW_Block@yyynOVSg1Y:88
10,0
2,410
1,434
5,446
4,474
3,496
7,503
6,512
8,558
9,711

PoW_Block@GR54It2D9Y:89
8,0
10,349
1,401
9,406
2,467
3,482
4,576
7,603
6,615
5,620

PoW_Block@nkNf77SVpl:90
4,0
7,379
9,389
6,447
1,511
8,532
10,539
5,550
2,553
3,678

PoW_Block@aDjoWFMnmj:91
4,0
7,318
9,402
6,442
10,472
8,484
5,581
1,584
2,612
3,625

PoW_Block@AED2fH2Y2t:92
8,0
10,345
9,373
1,383
3,452
2,494
5,563
4,585
6,668
7,708

PoW_Block@mt2V2Dtu9d:93
9,0
10,330
1,410
2,435
4,456
5,535
3,545
7,589
6,643
8,681

PoW_Block@KPjhMH99wK:94
9,0
10,378
1,443
3,491
2,503
4,519
5,547
6,563
7,646
8,650

PoW_Block@Ow6qR7wcuA:94
1,0
9,326
5,370
2,385
4,435
8,440
10,518
7,605
3,641
6,645

PoW_Block@xOkMbseU87:95
9,0
10,306
2,376
1,472
3,497
6,508
4,524
7,567
5,599
8,674

PoW_Block@hOuTIgjzOt:96
5,0
8,349
6,382
9,428
7,481
1,541
10,543
2,600
3,656
4,685

PoW_Block@LgL6B7JCGT:97
5,0
6,399
7,432
8,435
9,469
1,513
10,545
3,569
2,616
4,636

PoW_Block@7Ubv8zfd71:98
1,0
9,387
5,409
2,495
10,497
4,513
8,519
6,577
7,639
3,650

PoW_Block@KUbVI7MiNs:99
3,0
7,353
5,376
10,445
4,473
6,473
8,520
9,580
2,624
1,660

PoW_Block@2uXIvKt2oP:100
8,0
1,402
2,407
9,419
3,452
10,456
5,550
6,594
4,601
7,678

PoW_Block@VZNUFXjvuZ:101
7,0
10,335
9,419
2,442
1,488
8,494
4,558
3,568
5,590
6,679

